ID,DOT_WEB_ID,CASE_NUMBER,CRASH_YEAR,COUNTY,MUNICIPALITY,CRASH_DATE,CRASH_DAY_OF_WEEK,CRASH_MONTH,CRASH_TIME,POLICE_DEPT_CODE,POLICE_DEPARTMENT,POLICE_STATION,TOTAL_KILLED,TOTAL_INCAPACITATED,TOTAL_INJURED,PEDESTRIANS_KILLED,PEDESTRIANS_INJURED,SEVERITY,INTERSECTION,ALCOHOL_INVOLVED,HAZMAT_INVOLVED,CRASH_TYPE,TOTAL_VEHICLES_INVOLVED,CRASH_LOCATION,LOCATION_DIRECTION,ROUTE,ROUTE_SUFFIX,SRI,MILEPOST,ROAD_SYSTEM,ROAD_CHARACTER,ROAD_SURFACE_TYPE,SURFACE_CONDITION,LIGHT_CONDITION,ENVIRONMENTAL_CONDITION,ROAD_DIVIDED_BY,TEMP_TRAFFIC_CONTROL_ZONE,DISTANCE_TO_CROSS_STREET,UNIT_OF_MEASUREMENT,DIRECTION_FROM_CROSS_STREET,CROSS_STREET_NAME,IS_RAMP,RAMP_TO_FROM_ROUTE_NAME,RAMP_TO_FROM_ROUTE_DIRECTION,POSTED_SPEED,POSTED_SPEED_CROSS_STREET,LATITUDE,LONGITUDE,CELL_PHONE_IN_USE,OTHER_PROPERTY_DAMAGE,REPORTING_BADGE_NO,X,Y,CRASH_NARRATIVE,MPO,TOTAL_PEDESTRIANS_INVOLVED,EPDO,DLN
5264646,2003110703037330,3037336,2003,MERCER,Lawrence Twp (Mercer Co),9/19/2003 0:00,Friday,September,12/31/1899 12:57,1,LAWRENCE TWP,03-037336,0,0,1,0,0,Injury,At Intersection,No,No,Pedalcyclist,1,MERCER COUNTY 613,NULL,613,,11000613,0,County,Curve and Level,Blacktop,Dry,Daylight,Clear,None,None,,At,NULL,,NULL,,NULL,25,,0,0,No,NONE,169,422137.69,513121.96,,DVRPC,0,Pain,3237642
5264668,2003110703040520,3040520,2003,MERCER,Lawrence Twp (Mercer Co),10/8/2003 0:00,Wednesday,October,12/31/1899 16:12,1,LAWRENCE TWP.,03-040520,0,0,1,0,0,Injury,At Intersection,No,No,Pedalcyclist,1,PRINCETON PIKE,NULL,,,,,Municipal,Straight and Grade,Blacktop,Dry,Daylight,Clear,None,None,,At,NULL,PRINCESS RD.,NULL,,NULL,40,,0,0,No,NONE,162,,,,DVRPC,0,Moderate Injury,3255475
5264592,2003110703035320,3035326,2003,MERCER,Lawrence Twp (Mercer Co),9/7/2003 0:00,Sunday,September,12/31/1899 10:30,1,LAWRENCE TWP,03-035326,0,0,1,0,0,Injury,At Intersection,No,No,Pedalcyclist,1,ROUTE 533,NULL,533,,533,6.58,County,Straight and Level,Blacktop,Dry,Daylight,Clear,None,None,,At,NULL,,NULL,,NULL,,,0,0,No,NONE,164,444741.76,526097.38,,DVRPC,0,Moderate Injury,3237694
5265206,20031107OIT-03134169,OIT-03134169,2003,MERCER,Lawrence Twp (Mercer Co),5/30/2003 0:00,Friday,May,12/31/1899 7:35,1,LAWRENCE TWP,3021045,0,1,3,0,0,Injury,Not At Intersection,No,No,Pedalcyclist,1,US 206,NULL,206,,206,45.7,State Highway,Straight and Grade,Blacktop,Dry,Daylight,Clear,None,None,300,Foot,South,,NULL,,NULL,30,,0,0,No,,177,424585.693399,517693.022956,,DVRPC,0,Incapacitating Injury,3134169
5265525,2003110903-15684,03-15684,2003,MERCER,Princeton Borough,10/7/2003 0:00,Tuesday,October,12/31/1899 15:20,1,PRINCETON BORO,,0,0,1,0,0,Injury,Not At Intersection,No,No,Pedalcyclist,1,NORTH HARRISONSTREET,NULL,,,,,Municipal,Straight and Grade,Concrete,Dry,Daylight,Clear,None,None,,NULL,NULL,,NULL,,NULL,25,,0,0,No,NONE,128,,,,DVRPC,0,Pain,3248172
5265526,2003110903-1569,03-1569,2003,MERCER,Princeton Borough,6/11/2003 0:00,Wednesday,June,12/31/1899 11:45,1,PRINCETON BORO,,0,0,1,0,0,Injury,At Intersection,No,No,Pedalcyclist,1,WITHERSPOON ST,NULL,,,11091241,0.35,Municipal,Straight and Level,Blacktop,Dry,Dark (Street Lights On/ continuous),Clear,None,None,,At,NULL,MACLEAN STREET,NULL,,NULL,25,,0,0,No,NONE,132,447026.74,554081.86,,DVRPC,0,Moderate Injury,3124540
5265547,2003110903-16293,03-16293,2003,MERCER,Princeton Borough,10/15/2003 0:00,Wednesday,October,12/31/1899 15:57,1,PRINCETON BORO,,0,0,1,0,0,Injury,Not At Intersection,No,No,Pedalcyclist,1,PAUL ROBESON PL,NULL,,,,,Municipal,Straight and Level,Blacktop,Dry,Daylight,Clear,None,None,5,Foot,West,WITHERSPOON STREET,NULL,,NULL,25,,0,0,No,NONE,125,,,,DVRPC,0,Pain,3333699
5265748,2003110903-957,03-957,2003,MERCER,Princeton Borough,4/14/2003 0:00,Monday,April,12/31/1899 8:42,1,PRINCETON BORO,,0,0,1,0,0,Injury,At Intersection,No,No,Pedalcyclist,1,MOORE STREET,NULL,,,,,Municipal,Straight and Level,Other,Dry,Daylight,Clear,None,None,,At,NULL,ST 27,NULL,,NULL,25,,0,0,No,,127,,,,DVRPC,0,Moderate Injury,3079601
5265470,2003110903-13818,03-13818,2003,MERCER,Princeton Borough,9/12/2003 0:00,Friday,September,12/31/1899 15:48,1,PRINCETON BORO,,0,0,1,0,0,Injury,At Intersection,No,No,Pedalcyclist,1,NJ 27,NULL,27,,27,0.4,State Highway,Straight and Level,Blacktop,Dry,Daylight,Clear,None,None,,At,NULL,,NULL,,NULL,25,,0,0,No,NONE,126,448324,552578.32,,DVRPC,0,Moderate Injury,3213752
5265925,2003111003-13935,03-13935,2003,MERCER,Princeton Township,11/4/2003 0:00,Tuesday,November,12/31/1899 17:28,1,PRINCETON TWP.,,0,0,1,0,0,Injury,Not At Intersection,No,No,Pedalcyclist,1,MOUNT LUCAS RD,NULL,,,,,Municipal,Straight and Grade,Blacktop,Wet,Dark (No Street Lights),Rain,None,None,0,Mile,South,POOR FARM ROAD,NULL,,NULL,35,,0,0,No,,196,,,,DVRPC,0,Moderate Injury,3271860
5266197,2003111003-9272,Mar-72,2003,MERCER,Princeton Township,7/28/2003 0:00,Monday,July,12/31/1899 18:41,1,PRINCETON TWP.,,0,0,1,0,0,Injury,At Intersection,No,No,Pedalcyclist,1,BIRCH AVE,NULL,,,,,Municipal,Straight and Level,Blacktop,Dry,NULL,Clear,None,Utility Zone,,At,NULL,JOHN STREET,NULL,,NULL,25,,0,0,No,NONE,181,,,,DVRPC,0,Moderate Injury,3176248
5265886,2003111003-12910,03-12910,2003,MERCER,Princeton Township,10/13/2003 0:00,Monday,October,12/31/1899 15:43,1,PRINCETON TWP,,0,0,1,0,0,Injury,At Intersection,No,No,Pedalcyclist,1,WITHERSPOON STREET,NULL,,,,,Municipal,Straight and Level,Blacktop,Dry,Daylight,Clear,None,None,,At,NULL,HENRY AVENUE,NULL,,NULL,25,,0,0,No,,144,,,,DVRPC,0,Moderate Injury,3241952
5266157,2003111003-8017,Mar-17,2003,MERCER,Princeton Township,6/27/2003 0:00,Friday,June,12/31/1899 7:27,1,PRINCETON TOWNSHIP,,0,0,1,0,0,Injury,At Intersection,No,No,Pedalcyclist,1,RIVERSIDE DRIVE,NULL,,,11101131,1.33,Municipal,Straight and Level,Blacktop,Dry,Daylight,Clear,None,None,,At,NULL,PROSPECT AVENUE,NULL,,NULL,25,,0,0,No,,204,453977.163884,553711.165986,,DVRPC,0,Pain,3149092
5268765,20031111229-03-091405,229-03-091405,2003,MERCER,Trenton City,8/17/2003 0:00,Sunday,August,12/31/1899 20:30,1,TRENTON NJ,PATROL 1ST PLA?,0,0,1,0,0,Injury,At Intersection,No,No,Pedalcyclist,1,BERNARD STREET,NULL,,,,,Municipal,Straight and Level,Gravel,Dry,Dark (Street Lights On/ continuous),Clear,None,None,,At,NULL,CALHOUN ST,NULL,,NULL,26,,0,0,No,,***,,,,DVRPC,0,Pain,3207323
5268136,20031111177-03067274,177-03067274,2003,MERCER,Trenton City,6/26/2003 0:00,Thursday,June,12/31/1899 19:41,1,CITY OF TRENTON,PATROL,0,0,1,0,0,Injury,Not At Intersection,No,No,Pedalcyclist,1,LANDING ST,NULL,,,,,Municipal,Straight and Level,Blacktop,Dry,Dusk,Clear,None,None,,NULL,NULL,NORWOOD ALLEY,NULL,,NULL,25,,0,0,No,,***,,,,DVRPC,0,Moderate Injury,3206750
