"ID","DOT_WEB_ID","CASE_NUMBER","CRASH_YEAR","COUNTY","MUNICIPALITY","CRASH_DATE","CRASH_DAY_OF_WEEK","CRASH_MONTH","CRASH_TIME","POLICE_DEPT_CODE","POLICE_DEPARTMENT","POLICE_STATION","TOTAL_KILLED","TOTAL_INCAPACITATED","TOTAL_INJURED","PEDESTRIANS_KILLED","PEDESTRIANS_INJURED","SEVERITY","INTERSECTION","ALCOHOL_INVOLVED","HAZMAT_INVOLVED","CRASH_TYPE","TOTAL_VEHICLES_INVOLVED","CRASH_LOCATION","LOCATION_DIRECTION","ROUTE","ROUTE_SUFFIX","SRI","MILEPOST","ROAD_SYSTEM","ROAD_CHARACTER","ROAD_SURFACE_TYPE","SURFACE_CONDITION","LIGHT_CONDITION","ENVIRONMENTAL_CONDITION","ROAD_DIVIDED_BY","TEMP_TRAFFIC_CONTROL_ZONE","DISTANCE_TO_CROSS_STREET","UNIT_OF_MEASUREMENT","DIRECTION_FROM_CROSS_STREET","CROSS_STREET_NAME","IS_RAMP","RAMP_TO_FROM_ROUTE_NAME","RAMP_TO_FROM_ROUTE_DIRECTION","POSTED_SPEED","POSTED_SPEED_CROSS_STREET","LATITUDE","LONGITUDE","CELL_PHONE_IN_USE","OTHER_PROPERTY_DAMAGE","REPORTING_BADGE_NO","X","Y","CRASH_NARRATIVE","MPO","TOTAL_PEDESTRIANS_INVOLVED","EPDO","DLN"
3439078,"2010110110-10686","10-10686",2010,"MERCER","East Windsor Township","2010-08-03","Tuesday","August","17:00:00",1,"EAST WINDSOR TWP PD","TRAFFIC UNIT",0,0,0,0,0,"Property Damage","At Intersection","No","No","Right Angle",2,"ROUTE 539","NULL",539,"","00000539",50.56,"County","Straight and Level","Blacktop","Dry","Daylight","Clear","None","None",NA,"At","NULL","COMPTON DR","NULL","","NULL",50,25,40.24968,-74.52876,"No","","551",484097.54,515867.95,NA,"DVRPC",0,"PDO",10168539
3439079,"2010110110-10688","10-10688",2010,"MERCER","East Windsor Township","2010-08-03","Tuesday","August","17:49:00",1,"EAST WINDSOR TWP PD","TRAFFIC UNIT",0,0,0,0,0,"Property Damage","At Intersection","No","No","Same Direction - Rear End",2,"US 130","NULL",130,"","00000130",67.5,"State Highway","Straight and Level","Blacktop","Dry","Daylight","Clear","Grass Median","None",NA,"At","NULL","HICKORY CORNER RD","NULL","","NULL",55,40,40.2588,-74.54917,"No","","551",478400.752977,519191.115915,NA,"DVRPC",0,"PDO",10168538
3439083,"2010110110-10716","10-10716",2010,"MERCER","East Windsor Township","2010-08-04","Wednesday","August","11:01:00",1,"EAST WINDSOR TWP PD","TRAFFIC UNIT",0,0,0,0,0,"Property Damage","At Intersection","No","No","Right Angle",2,"US 130","South",130,"","00000130",69.79,"State Highway","Straight and Level","Blacktop","Dry","Daylight","Clear","Grass Median","None",NA,"At","NULL","OLD CRANBERRY RD","NULL","","NULL",55,40,40.28646,-74.52545,"No","","551",485023.96685,529262.682001,NA,"DVRPC",0,"PDO",10173627
3439089,"2010110110-10786","10-10786",2010,"MERCER","East Windsor Township","2010-08-05","Thursday","August","15:27:00",1,"EAST WINDSOR TWP PD","TRAFFIC UNIT",0,0,0,0,0,"Property Damage","Not At Intersection","No","No","Same Direction - Rear End",2,"US 130","South",130,"","00000130",67.63,"State Highway","Straight and Level","Blacktop","Dry","Daylight","Clear","Grass Median","None",660,"Foot","North","HICKORY CORNER RD","NULL","","NULL",50,40,40.26055,-74.54821,"No","","551",478668.5,519827.15,NA,"DVRPC",0,"PDO",10180475
3439090,"2010110110-10792","10-10792",2010,"MERCER","East Windsor Township","2010-08-05","Thursday","August","16:28:00",1,"EAST WINDSOR TWP PD","TRAFFIC UNIT",0,0,1,0,0,"Injury","Not At Intersection","No","No","Fixed Object",1,"NJ 33","West",33,"","00000033",16.23,"State Highway","Straight and Level","Blacktop","Dry","Daylight","Clear","Grass Median","None",660,"Foot","West","TWINS RIVER DR NORTH / TWINS RIVER","NULL","","NULL",55,NA,40.26714,-74.48791,"No","LAMP POLE DAMAGED IN HESS LOT","551",495496.041933,522225.773966,NA,"DVRPC",0,"Pain",10180474
3439093,"2010110110-10841","10-10841",2010,"MERCER","East Windsor Township","2010-08-06","Friday","August","17:34:00",1,"EAST WINDSOR TWP PD","TRAFFIC SAFETY",0,0,1,0,0,"Injury","Not At Intersection","No","No","Same Direction - Rear End",2,"ROUTE 571","East",571,"","00000571",35.38,"County","Straight and Level","Blacktop","Dry","Daylight","Clear","None","None",30,"Foot","East","US 130","NULL","","NULL",25,45,40.27305,-74.5383,"No","","563",481437.119298,524379.382849,NA,"DVRPC",0,"Pain",10173636
3439094,"2010110110-10843","10-10843",2010,"MERCER","East Windsor Township","2010-08-06","Friday","August","17:43:00",1,"EAST WINDSOR TWP PD","TRAFFIC SAFETY",0,0,0,0,0,"Property Damage","Not At Intersection","No","No","Same Direction - Rear End",2,"US 130","South",130,"","00000130",69.36,"State Highway","Straight and Level","Blacktop","Dry","Daylight","Clear","None","None",100,"Foot","South","NJ 133","NULL","","NULL",55,50,40.2814,-74.53015,"No","","563",483711.4,527419.94,NA,"DVRPC",0,"PDO",10173635
3439095,"2010110110-10844","10-10844",2010,"MERCER","East Windsor Township","2010-08-06","Friday","August","18:13:00",1,"EAST WINDSOR TWP PD","TRAFFIC BUREAU",0,0,3,0,0,"Injury","At Intersection","No","No","Right Angle",2,"ROUTE 571","East",571,"","00000571",36.9,"County","Straight and Level","Blacktop","Dry","Daylight","Clear","None","None",NA,"At","NULL","ROUTE 535 / OLD TRENTON RD","NULL","","NULL",50,40,40.28503,-74.56234,"No","","72",474732.996928,528749.071104,NA,"DVRPC",0,"Pain",10173637
3439096,"2010110110-10887","10-10887",2010,"MERCER","East Windsor Township","2010-08-07","Saturday","August","15:43:00",1,"EAST WINDSOR TWP PD","TRAFFIC SAFETY",0,0,0,0,0,"Property Damage","Not At Intersection","Yes","No","Same Direction - Side Swipe",2,"ROUTE 539","South",539,"","00000539",52.93,"County","Straight and Grade","Blacktop","Dry","Daylight","Clear","None","None",30,"Foot","North","GRANDVIEW TER / OLD CRANBURY RD","NULL","","NULL",40,30,40.28283,-74.52093,"No","","563",486285.141977,527942.090303,NA,"DVRPC",0,"PDO",10180473
3439097,"2010110110-10938","10-10938",2010,"MERCER","East Windsor Township","2010-08-08","Sunday","August","21:07:00",1,"EAST WINDSOR TWP PD","UNIFORM SERVIC",0,0,0,0,0,"Property Damage","Not At Intersection","No","No","Animal",1,"US 130","North",130,"","00000130",67.2,"State Highway","Straight and Level","Blacktop","Dry","Dark (Street Lights On/ continuous)","Clear","Grass Median","None",100,"Foot","South","NJ 33 / MERCER ST","NULL","","NULL",55,40,40.25561,-74.55296,"No","","62",477342.378076,518028.088658,NA,"DVRPC",0,"PDO",10173634
3439099,"2010110110-10976","10-10976",2010,"MERCER","East Windsor Township","2010-08-09","Monday","August","13:12:00",1,"EAST WINDSOR TWP PD","EAST WINDSOR P?",0,0,1,0,0,"Injury","At Intersection","No","No","Same Direction - Rear End",2,"US 130","South",130,"","00000130",69.79,"State Highway","Straight and Level","Blacktop","Dry","Daylight","Clear","Grass Median","None",NA,"At","NULL","OLD CRANBERRY RD","NULL","","NULL",55,35,40.28646,-74.52545,"No","NONE","66",485023.96685,529262.682001,NA,"DVRPC",0,"Pain",10173642
3439102,"2010110110-11037","10-11037",2010,"MERCER","East Windsor Township","2010-08-10","Tuesday","August","21:31:00",1,"EAST WINDSOR TWP PD","TRAFFIC SAFETY",0,0,0,0,0,"Property Damage","At Intersection","No","No","Same Direction - Rear End",2,"US 130","South",130,"","00000130",67.5,"State Highway","Straight and Level","Blacktop","Dry","Dark (Street Lights On/ continuous)","Clear","Grass Median","None",NA,"At","NULL","HICKORY CORNER RD","NULL","","NULL",55,45,40.2588,-74.54917,"No","","78",478400.752977,519191.115915,NA,"DVRPC",0,"PDO",10180484
3439109,"2010110110-11185","10-11185",2010,"MERCER","East Windsor Township","2010-08-13","Friday","August","18:10:00",1,"EAST WINDSOR TWP PD","TRAFFIC BUREAU",0,0,2,0,0,"Injury","Not At Intersection","No","No","Same Direction - Rear End",2,"ROUTE 571","East",571,"","00000571",35.55,"County","Straight and Level","Blacktop","Dry","Daylight","Clear","None","None",200,"Foot","West","LANNING BLVD","NULL","","NULL",45,25,40.27438,-74.54099,"Yes","","72",480687.2767,524863.854494,NA,"DVRPC",0,"Pain",10180477
3439110,"2010110110-11236","10-11236",2010,"MERCER","East Windsor Township","2010-08-14","Saturday","August","16:55:00",1,"EAST WINDSOR TWP PD","TRAFFIC SAFETY",0,0,0,0,0,"Property Damage","At Intersection","No","No","Same Direction - Rear End",2,"ONE MILE RD","North",NA,"","11011049",0.43,"Municipal","Straight and Level","Blacktop","Dry","Daylight","Clear","None","None",NA,"At","NULL","ROUTE 571","NULL","","NULL",40,40,40.27628,-74.54492,"No","","563",479589.7,525558.51,NA,"DVRPC",0,"PDO",10185746
3439111,"2010110110-11237","10-11237",2010,"MERCER","East Windsor Township","2010-08-14","Saturday","August","17:13:00",1,"EAST WINDSOR TWP PD","TRAFFIC SAFETY",0,0,0,0,0,"Property Damage","Not At Intersection","No","No","Same Direction - Rear End",2,"MERCER COUNTY 630","West",630,"","11000630",0.13,"County","Straight and Level","Blacktop","Dry","Daylight","Clear","None","None",100,"Foot","East","WHITCOMB ROAD","NULL","","NULL",40,25,40.23353,-74.52858,"No","","563",484143.84008,509981.753082,NA,"DVRPC",0,"PDO",10185745
3439112,"2010110110-11238","10-11238",2010,"MERCER","East Windsor Township","2010-08-14","Saturday","August","17:25:00",1,"EAST WINDSOR TWP PD","TRAFFIC SAFETY",0,0,1,0,0,"Injury","Not At Intersection","No","No","Same Direction - Rear End",2,"US 130","South",130,"","00000130",68.95,"State Highway","Straight and Level","Blacktop","Dry","Daylight","Clear","None","None",100,"Foot","South","TOWN CENTER RD","NULL","","NULL",45,35,40.27652,-74.53469,"No","","563",482445.07,525643.38,NA,"DVRPC",0,"Pain",10185744
3439113,"2010110110-1129","10-1129",2010,"MERCER","East Windsor Township","2010-01-27","Wednesday","January","08:36:00",1,"EAST WINDSOR TWP PD","TRAFFIC SAFETY",0,0,1,0,0,"Injury","Not At Intersection","No","No","Same Direction - Rear End",2,"ROUTE 571","West",571,"","00000571",36.92,"County","Straight and Level","Blacktop","Dry","Daylight","Clear","None","None",100,"Foot","East","ROUTE 535 / OLD TRENTON RD","NULL","","NULL",50,40,40.28518,-74.56262,"No","","563",474654.43,528803,NA,"DVRPC",0,"Pain",10018252
3439118,"2010110110-1141","10-1141",2010,"MERCER","East Windsor Township","2010-01-27","Wednesday","January","15:08:00",1,"EAST WINDSOR TWP PD","TRAFFIC SAFETY",0,0,0,0,0,"Property Damage","Not At Intersection","No","No","Right Angle",2,"ROUTE 571","East",571,"","00000571",35.36,"County","Straight and Level","Blacktop","Dry","Daylight","Clear","None","None",50,"Foot","West","US 130","NULL","","NULL",45,45,40.27289,-74.53797,"No","","563",481529.305065,524323.538311,NA,"DVRPC",0,"PDO",10016563
3439120,"2010110110-11450","10-11450",2010,"MERCER","East Windsor Township","2010-08-19","Thursday","August","05:49:00",1,"EAST WINDSOR TWP PD","TRAFFIC BUREAU",0,0,0,0,0,"Property Damage","Not At Intersection","No","No","Same Direction - Side Swipe",2,"NJ 33","West",33,"","00000033",15.53,"State Highway","Straight and Level","Blacktop","Dry","Dawn","Clear","Grass Median","None",50,"Foot","East","NJ 133 / MILFORD RD","NULL","","NULL",55,50,40.26895,-74.50211,"No","","72",491536.203634,522884.194314,NA,"DVRPC",0,"PDO",10180471
3439121,"2010110110-11477","10-11477",2010,"MERCER","East Windsor Township","2010-08-19","Thursday","August","21:52:00",1,"EAST WINDSOR TWP PD","TRAFFIC BUREAU",0,0,1,0,0,"Injury","Not At Intersection","No","No","Same Direction - Rear End",2,"US 130","South",130,"","00000130",68.57,"State Highway","Straight and Level","Blacktop","Dry","Dark (Street Lights Off)","Clear","Grass Median","None",20,"Foot","South","ROUTE 571 / PRCTN-WRSTN RD / STOCKT","NULL","","NULL",45,50,40.27204,-74.53888,"No","","72",481276.051581,524012.326765,NA,"DVRPC",0,"Pain",10180470
3439124,"2010110110-11506","10-11506",2010,"MERCER","East Windsor Township","2010-08-20","Friday","August","14:33:00",1,"EAST WINDSOR TWP PD","UNIFORM SERVICE",0,0,0,0,0,"Property Damage","Not At Intersection","No","No","Same Direction - Rear End",2,"US 130","South",130,"","00000130",69.02,"State Highway","Straight and Level","Blacktop","Dry","Daylight","Clear","None","None",250,"Foot","North","TOWN CENTER RD","NULL","","NULL",55,35,40.27735,-74.53392,"No","","84",482661.050967,525945.874203,NA,"DVRPC",0,"PDO",10185743
3439127,"2010110110-11616","10-11616",2010,"MERCER","East Windsor Township","2010-08-22","Sunday","August","15:32:00",1,"EAST WINDSOR TWP PD","UNIFORM SERVIC?",0,0,1,0,0,"Injury","At Intersection","No","No","Same Direction - Rear End",2,"ROUTE 571","East",571,"","00000571",35.8,"County","Straight and Level","Blacktop","Dry","Daylight","Clear","Painted Median","None",NA,"At","NULL","ONE MILE RD","NULL","","NULL",45,45,40.27631,-74.54497,"No","NONE REPORTED","59",479576.511296,525566.756138,NA,"DVRPC",0,"Pain",10199925
3439131,"2010110110-11705","10-11705",2010,"MERCER","East Windsor Township","2010-08-24","Tuesday","August","12:58:00",1,"EAST WINDSOR TWP PD","TRAFFIC SAFETY",0,0,0,0,0,"Property Damage","At Intersection","Yes","No","Same Direction - Side Swipe",2,"MILFORD RD","North",NA,"","11011070",0,"Municipal","Straight and Level","Blacktop","Wet","Daylight","Rain","None","None",NA,"At","NULL","NJ 33","NULL","","NULL",40,55,40.26884,-74.49985,"No","","563",492165.39,522844.41,NA,"DVRPC",0,"PDO",10185738
3439133,"2010110110-11736","10-11736",2010,"MERCER","East Windsor Township","2010-08-25","Wednesday","August","07:59:00",1,"EAST WINDSOR TWP PD","TRAFFIC SAFETY",0,0,0,0,0,"Property Damage","At Intersection","No","No","Right Angle",2,"ROUTE 571","East",571,"","00000571",32.65,"County","Curve and Level","Blacktop","Wet","Daylight","Rain","None","None",NA,"At","NULL","MILFORD RD","NULL","","NULL",40,40,40.25224,-74.50336,"No","","563",491185.487488,516799.160715,NA,"DVRPC",0,"PDO",10185739
3439134,"2010110110-11787","10-11787",2010,"MERCER","East Windsor Township","2010-08-26","Thursday","August","09:34:00",1,"EAST WINDSOR TWP PD","TRAFFIC SAFETY?",0,0,1,0,0,"Injury","Not At Intersection","No","No","Same Direction - Rear End",2,"NJ 33","West",33,"","00000033",15.52,"State Highway","Straight and Level","Blacktop","Dry","Daylight","Clear","None","None",5,"Foot","East","NJ 133 / MILFORD RD","NULL","","NULL",55,50,40.26895,-74.50231,"No","NONE","563",491479.85,522884.64,NA,"DVRPC",0,"Moderate Injury",10199928
3439135,"2010110110-11845","10-11845",2010,"MERCER","East Windsor Township","2010-08-27","Friday","August","11:13:00",1,"EAST WINDSOR TWP PD","UNIFORM SERVIC?",0,0,3,0,0,"Injury","Not At Intersection","No","No","Same Direction - Rear End",2,"ROUTE 571","West",571,"","00000571",36.36,"County","Straight and Level","Blacktop","Dry","Daylight","Clear","Painted Median","None",1320,"Foot","West","NJ 133 / WINDSOR CENTER DR","NULL","","NULL",50,50,40.2806,-74.55392,"No","","82",477081.720007,527132.314402,NA,"DVRPC",0,"Pain",10199929
3439137,"2010110110-11863","10-11863",2010,"MERCER","East Windsor Township","2010-08-27","Friday","August","19:21:00",1,"EAST WINDSOR TWP PD","TRAFFIC UNIT",0,0,0,0,0,"Property Damage","Not At Intersection","No","No","Same Direction - Side Swipe",2,"ROUTE 539","NULL",539,"","00000539",50.43,"County","Straight and Level","Blacktop","Dry","Daylight","Clear","None","None",NA,"NULL","NULL","CONOVER RD","NULL","","NULL",50,40,40.2479,-74.52959,"No","","551",483864.95566,515218.300877,NA,"DVRPC",0,"PDO",10185728
3439139,"2010110110-11903","10-11903",2010,"MERCER","East Windsor Township","2010-08-28","Saturday","August","17:26:00",1,"EAST WINDSOR TWP PD","TRAFFIC SAFETY",0,0,0,0,0,"Property Damage","Not At Intersection","No","No","Same Direction - Side Swipe",2,"US 130","South",130,"","00000130",66.6,"State Highway","Straight and Level","Blacktop","Dry","Daylight","Clear","Curbed Median","None",100,"Foot","North","CONOVER RD","NULL","","NULL",55,40,40.25113,-74.5627,"No","","78",474622.311363,516397.930397,NA,"DVRPC",0,"PDO",10185726
3439146,"2010110110-12136","10-12136",2010,"MERCER","East Windsor Township","2010-09-02","Thursday","September","19:47:00",1,"EAST WINDSOR TWP PD","PATROL",0,0,0,0,0,"Property Damage","At Intersection","No","No","Same Direction - Rear End",2,"ROUTE 571","East",571,"","00000571",35.59,"County","Straight and Level","Blacktop","Dry","Dark (Street Lights On/ continuous)","Clear","None","None",NA,"At","NULL","LANNING BLVD","NULL","","NULL",45,NA,40.2747,-74.54162,"No","","66",480511.289358,524981.076317,NA,"DVRPC",0,"PDO",10199924
3439147,"2010110110-12169","10-12169",2010,"MERCER","East Windsor Township","2010-09-03","Friday","September","12:18:00",1,"EAST WINDSOR TWP PD","TRAFFIC SAFETY",0,0,0,0,0,"Property Damage","At Intersection","No","No","Same Direction - Rear End",2,"US 130","South",130,"","00000130",68.57,"State Highway","Straight and Level","Blacktop","Dry","Daylight","Clear","Curbed Median","None",NA,"At","NULL","ROUTE 571 / PRCTN-WRSTN RD / STOCKT","NULL","","NULL",45,45,40.27204,-74.53888,"No","","78",481276.051581,524012.326765,NA,"DVRPC",0,"PDO",10199921
3439148,"2010110110-12173","10-12173",2010,"MERCER","East Windsor Township","2010-09-03","Friday","September","15:15:00",1,"EAST WINDSOR TWP PD","TRAFFIC SAFETY",0,0,2,0,0,"Injury","Not At Intersection","No","No","Same Direction - Rear End",2,"US 130","North",130,"","00000130",68.29,"State Highway","Straight and Level","Blacktop","Dry","Daylight","Clear","Grass Median","None",400,"Foot","North","DUTCHNECK RD","NULL","","NULL",45,35,40.26877,-74.54201,"No","","78",480400.107996,522821.338036,NA,"DVRPC",0,"Moderate Injury",10199916
3439149,"2010110110-12176","10-12176",2010,"MERCER","East Windsor Township","2010-09-03","Friday","September","17:03:00",1,"EAST WINDSOR TWP PD","TRAFFIC SAFETY",0,0,0,0,0,"Property Damage","Not At Intersection","No","No","Same Direction - Rear End",2,"ROUTE 535","South",535,"","00000535",11.77,"County","Straight and Level","Blacktop","Dry","Daylight","Clear","None","None",100,"Foot","North","ONE MILE RD","NULL","","NULL",NA,45,40.29083,-74.54963,"No","","78",478278.442962,530858.452935,NA,"DVRPC",0,"PDO",10199923
3439152,"2010110110-12208","10-12208",2010,"MERCER","East Windsor Township","2010-09-04","Saturday","September","09:04:00",1,"EAST WINDSOR TWP PD","TRAFFIC SAFETY",0,0,2,0,0,"Injury","At Intersection","No","No","Right Angle",2,"ROUTE 535","North",535,"","00000535",11.02,"County","Straight and Level","Blacktop","Dry","Daylight","Clear","None","None",NA,"At","NULL","ROUTE 571 / PRINCETON HIGHSTSTOWN R","NULL","","NULL",45,50,40.2852,-74.5618,"No","","78",474883.357406,528808.66302,NA,"DVRPC",0,"Pain",10199915
3439153,"2010110110-12226","10-12226",2010,"MERCER","East Windsor Township","2010-09-04","Saturday","September","17:07:00",1,"EAST WINDSOR TWP PD","TRAFFIC SAFETY",0,0,1,0,0,"Injury","At Intersection","No","No","Right Angle",2,"ROUTE 571","East",571,"","00000571",36.9,"County","Straight and Level","Blacktop","Dry","Daylight","Clear","None","None",NA,"At","NULL","ROUTE 535 / OLD TRENTON RD","NULL","","NULL",50,45,40.28503,-74.56234,"No","","78",474732.996928,528749.071104,NA,"DVRPC",0,"Pain",10199914
3439154,"2010110110-12236","10-12236",2010,"MERCER","East Windsor Township","2010-09-04","Saturday","September","21:14:00",1,"EAST WINDSOR TWP PD","TRAFFIC UNIT",0,0,0,0,0,"Property Damage","Not At Intersection","No","No","Animal",1,"US 130","North",130,"","00000130",67.18,"State Highway","Straight and Level","Blacktop","Dry","Dark (Street LIghts On/ spot)","Clear","Grass Median","None",200,"Foot","South","NJ 33 / MERCER ST","NULL","","NULL",55,45,40.25544,-74.55327,"No","","551",477257.122568,517966.963749,NA,"DVRPC",0,"PDO",10199920
3439157,"2010110110-12375","10-12375",2010,"MERCER","East Windsor Township","2010-09-07","Tuesday","September","15:30:00",1,"EAST WINDSOR TWP PD","TRAFFIC BUREAU",0,0,0,0,0,"Property Damage","At Intersection","No","No","Right Angle",2,"ROUTE 571","West",571,"","00000571",36.9,"County","Straight and Level","Blacktop","Dry","Daylight","Clear","None","None",NA,"At","NULL","ROUTE 535 / OLD TRENTON RD","NULL","","NULL",50,50,40.28503,-74.56234,"No","","72",474732.996928,528749.071104,NA,"DVRPC",0,"PDO",10199909
