"ID","DOT_WEB_ID","CASE_NUMBER","CRASH_YEAR","COUNTY","MUNICIPALITY","CRASH_DATE","CRASH_DAY_OF_WEEK","CRASH_MONTH","CRASH_TIME","POLICE_DEPT_CODE","POLICE_DEPARTMENT","POLICE_STATION","TOTAL_KILLED","TOTAL_INCAPACITATED","TOTAL_INJURED","PEDESTRIANS_KILLED","PEDESTRIANS_INJURED","SEVERITY","INTERSECTION","ALCOHOL_INVOLVED","HAZMAT_INVOLVED","CRASH_TYPE","TOTAL_VEHICLES_INVOLVED","CRASH_LOCATION","LOCATION_DIRECTION","ROUTE","ROUTE_SUFFIX","SRI","MILEPOST","ROAD_SYSTEM","ROAD_CHARACTER","ROAD_SURFACE_TYPE","SURFACE_CONDITION","LIGHT_CONDITION","ENVIRONMENTAL_CONDITION","ROAD_DIVIDED_BY","TEMP_TRAFFIC_CONTROL_ZONE","DISTANCE_TO_CROSS_STREET","UNIT_OF_MEASUREMENT","DIRECTION_FROM_CROSS_STREET","CROSS_STREET_NAME","IS_RAMP","RAMP_TO_FROM_ROUTE_NAME","RAMP_TO_FROM_ROUTE_DIRECTION","POSTED_SPEED","POSTED_SPEED_CROSS_STREET","LATITUDE","LONGITUDE","CELL_PHONE_IN_USE","OTHER_PROPERTY_DAMAGE","REPORTING_BADGE_NO","X","Y","CRASH_NARRATIVE","MPO","TOTAL_PEDESTRIANS_INVOLVED","EPDO","DLN"
4937550,"2005110305-13082","05-13082",2005,"MERCER","Hamilton Twp (Mercer Co)","3/30/2005 0:00","Wednesday","March","12/31/1899 16:07","1","HAMILTON TWSP","",0,0,1,0,0,"Injury","At Intersection","No","No","Pedalcyclist",1,"NJ 33","NULL",33,"","33",1.8,"State Highway","Straight and Level","Blacktop","Dry","Daylight","Clear","None","None",NA,"At","NULL","","NULL","","NULL",30,NA,40.22835,-74.72808,"No","","364",428425.377682,508167.391672,NA,"DVRPC",0,"Moderate Injury",5066105
4938243,"2005110305-26822","05-26822",2005,"MERCER","Hamilton Twp (Mercer Co)","6/23/2005 0:00","Thursday","June","12/31/1899 10:57","1","HAMILTON","",0,0,1,0,0,"Injury","Not At Intersection","No","No","Pedalcyclist",1,"US 206","NULL",206,"","206",40.19,"Municipal","Straight and Level","Blacktop","Dry","Daylight","Clear","Other","None",280,"Foot","South","BUCHANAN AVENUE","NULL","","NULL",35,NA,40.19743,-74.72704,"No","","330",428876.605754,496820.090719,NA,"DVRPC",0,"Pain",5162295
4938338,"2005110305-28296","05-28296",2005,"MERCER","Hamilton Twp (Mercer Co)","7/2/2005 0:00","Saturday","July","12/31/1899 16:25","1","HAMILTON","",0,0,1,0,0,"Injury","At Intersection","No","No","Pedalcyclist",1,"LAFAYETTE AVE","NULL",NA,"","11031992",0.43,"Municipal","Straight and Level","Blacktop","Dry","Daylight","Clear","None","None",NA,"At","NULL","SEWELL AVENUE","NULL","","NULL",25,NA,40.19852,-74.73215,"No","","363",427279.034967,497313.480018,NA,"DVRPC",0,"Pain",5159133
4938476,"2005110305-31129","05-31129",2005,"MERCER","Hamilton Twp (Mercer Co)","7/20/2005 0:00","Wednesday","July","12/31/1899 15:04","1","HAMILTON TWP.","",0,0,1,0,0,"Injury","At Intersection","No","No","Pedalcyclist",1,"ROUTE 533","NULL",533,"","533",0.42,"County","Straight and Level","Blacktop","Dry","Daylight","Clear","None","Utility Zone",5,"At","North","CR 620","NULL","","NULL",35,NA,40.19411,-74.70167,"No","","322",435776.97,495657.68,NA,"DVRPC",0,"Pain",5161171
4939215,"2005110305-46245","05-46245",2005,"MERCER","Hamilton Twp (Mercer Co)","10/23/2005 0:00","Sunday","October","12/31/1899 17:10","1","HAMILTON","",0,0,1,0,0,"Injury","At Intersection","No","No","Pedalcyclist",1,"MERCER COUNTY 622","NULL",622,"","11000622",1.31,"County","Straight and Level","Blacktop","Dry","Daylight","Clear","None","None",NA,"At","NULL","RYAN AVENUE","NULL","","NULL",25,NA,40.20979,-74.71918,"No","","401",430839.600271,501447.009864,NA,"DVRPC",0,"Pain",5251613
4938556,"2005110305-32966","05-32966",2005,"MERCER","Hamilton Twp (Mercer Co)","7/31/2005 0:00","Sunday","July","12/31/1899 22:46","1","HAMILTON TWP.","",0,0,1,0,0,"Injury","At Intersection","No","No","Pedalcyclist",1,"ROUTE 533","NULL",533,"","533",4.39,"County","Straight and Level","Blacktop","Dry","Dark (Street Lights On/ continuous)","Clear","None","None",NA,"At","NULL","SLOAN AVENUE","NULL","","NULL",45,NA,40.24891,-74.68511,"No","NONE NOTED","391",440442.28,515613,NA,"DVRPC",0,"Moderate Injury",5171097
4938851,"2005110305-38827","05-38827",2005,"MERCER","Hamilton Twp (Mercer Co)","9/7/2005 0:00","Wednesday","September","12/31/1899 15:42","1","HAMILTON TWP.","",0,0,1,0,0,"Injury","Not At Intersection","No","No","Pedalcyclist",1,"MERCER COUNTY 606","NULL",606,"","11000606",2.54,"County","Straight and Level","Blacktop","Dry","Daylight","Clear","None","None",150,"Foot","East","POPE AVENUE","NULL","","NULL",35,NA,40.22598,-74.71404,"No","","364",432362.339163,507305.525227,NA,"DVRPC",0,"Pain",5205130
4939725,"2005110305-55483","05-55483",2005,"MERCER","Hamilton Twp (Mercer Co)","12/24/2005 0:00","Saturday","December","12/31/1899 11:23","1","HAMILTON TWP.","",0,0,1,0,0,"Injury","Not At Intersection","No","No","Pedalcyclist",1,"HAMILTON SQUARE-WHITEHORSE RD","NULL",NA,"","11031988",0.76,"Municipal","Straight and Level","Blacktop","Dry","Daylight","Clear","None","None",50,"Foot","South","BOW RD","NULL","","NULL",40,NA,40.22151,-74.67102,"No","","322",444370.475362,505649.534707,NA,"DVRPC",0,"Pain",5310251
4938059,"2005110305-23098","05-23098",2005,"MERCER","Hamilton Twp (Mercer Co)","5/31/2005 0:00","Tuesday","May","12/31/1899 18:14","1","HAMILTON","",0,0,1,0,0,"Injury","At Intersection","No","No","Pedalcyclist",1,"ROUTE 535","NULL",535,"","535",3.34,"County","Straight and Level","Blacktop","Dry","Daylight","Clear","None","None",NA,"At","NULL","REGINA AVENUE","NULL","","NULL",40,NA,40.23598,-74.68986,"No","","363",439120.64539,510932.811439,NA,"DVRPC",0,"Moderate Injury",5120059
4939056,"2005110305-43499","05-43499",2005,"MERCER","Hamilton Twp (Mercer Co)","10/5/2005 0:00","Wednesday","October","12/31/1899 6:29","1","HAMILTON TWP.","",0,0,1,0,0,"Injury","At Intersection","No","No","Pedalcyclist",1,"HAMILTON SQUARE-WHITEHORSE RD","NULL",NA,"","11031988",1.39,"Municipal","Straight and Level","Blacktop","Dry","Dark (Street Lights On/ continuous)","Fog/Smog/Smoke","None","None",NA,"At","NULL","SILVER COURT","NULL","","NULL",35,NA,40.21407,-74.67796,"No","NONE","366",442426.988619,502944.184107,NA,"DVRPC",0,"Moderate Injury",5232396
4938558,"2005110305-33042","05-33042",2005,"MERCER","Hamilton Twp (Mercer Co)","8/1/2005 0:00","Monday","August","12/31/1899 12:53","1","HAMILTON","",0,0,1,0,0,"Injury","At Intersection","No","No","Pedalcyclist",1,"MERCER COUNTY 618","NULL",618,"","11000618",1.48,"County","Straight and Level","Blacktop","Dry","Daylight","Clear","None","None",NA,"At","NULL","YARDVILLE-HAMILTON SQ ROAD","NULL","","NULL",30,NA,40.23005,-74.66134,"No","","325",447073.054257,508755.625795,NA,"DVRPC",0,"Moderate Injury",5174230
4940697,"2.00511042005058E+016","200505857",2005,"MERCER","Hightstown Borough","6/17/2005 0:00","Friday","June","12/31/1899 11:20","1","HIGHTSTOWN","BOROUGH",0,0,1,0,0,"Injury","Not At Intersection","No","No","Pedalcyclist",1,"NJ 33","NULL",33,"","33",14.29,"State Highway","Straight and Grade","Blacktop","Dry","Daylight","Clear","None","None",57,"Foot","East","CR 539","NULL","","NULL",25,NA,40.26966,-74.52307,"No","NONE","111",485837.24,523404.28,NA,"DVRPC",0,"Pain",5218786
4940715,"2.00511042005072E+016","200507269",2005,"MERCER","Hightstown Borough","7/27/2005 0:00","Wednesday","July","12/31/1899 17:22","1","HIGHTSTOWN","PATROL",0,0,1,0,0,"Injury","At Intersection","No","No","Pedalcyclist",1,"ROUTE 571","NULL",571,"","571",34.09,"County","Straight and Level","Blacktop","Dry","Daylight","Clear","None","None",NA,"At","West","CR 539","NULL","","NULL",25,NA,40.2637,-74.52554,"No","NONE","111",484997.94,520974.65,NA,"DVRPC",0,"Moderate Injury",5218802
4941329,"20051106HT2005-018384","HT2005-018384",2005,"MERCER","Hopewell Twp (Mercer Co)","10/29/2005 0:00","Saturday","October","12/31/1899 12:33","1","HOPEWELL","53",0,0,1,0,0,"Injury","Not At Intersection","No","No","Pedalcyclist",1,"NJ 29","NULL",29,"","29",12.4,"State Highway","Straight and Level","Blacktop","Dry","Daylight","Clear","None","None",528,"Foot","South","GRANT STREET","NULL","","NULL",45,NA,40.30225,-74.87125,"No","","42",388534.959779,535312.309701,NA,"DVRPC",0,"Moderate Injury",5251402
4941099,"20051106HT2005-009752","HT2005-009752",2005,"MERCER","Hopewell Twp (Mercer Co)","6/2/2005 0:00","Thursday","June","12/31/1899 18:57","1","HOPEWELL","51NO",0,1,1,0,0,"Injury","At Intersection","No","No","Pedalcyclist",1,"ROUTE 546","NULL",546,"","546",5.26,"County","Straight and Level","Blacktop","Dry","Daylight","Clear","None","None",NA,"At","NULL","CR 632","NULL","","NULL",40,NA,40.30952,-74.77649,"No","NONE","37",415020.15,537782.44,NA,"DVRPC",0,"Incapacitating Injury",5117002
4941549,"2005110705-027805","05-027805",2005,"MERCER","Lawrence Twp (Mercer Co)","6/21/2005 0:00","Tuesday","June","12/31/1899 21:47","1","LAWRENCE TWP","05-027805",0,0,1,0,0,"Injury","Not At Intersection","No","No","Pedalcyclist",1,"US 206","NULL",206,"","206",49,"State Highway","Straight and Level","Blacktop","Dry","Dark (Street Lights On/ continuous)","Clear","None","None",NA,"NULL","NULL","","NULL","","NULL",45,NA,40.29991,-74.72755,"No","NONE","203",428285.622041,533724.819592,NA,"DVRPC",0,"Moderate Injury",5136279
4943004,"20051107OIT-05136297","OIT-05136297",2005,"MERCER","Lawrence Twp (Mercer Co)","6/5/2005 0:00","Sunday","June","12/31/1899 16:24","1","LAWRENCE TWP","05-025472",0,0,1,0,0,"Injury","Not At Intersection","Yes","No","Pedalcyclist",1,"US 206","NULL",206,"","206",48.75,"State Highway","Straight and Level","Blacktop","Dry","Daylight","Clear","None","None",200,"Foot","South","CRAVEN LANE","NULL","","NULL",30,NA,40.29693,-74.73031,"No","NONE","156",427539.547778,532636.509444,NA,"DVRPC",0,"Moderate Injury",5136297
4943259,"2005110905-16930","05-16930",2005,"MERCER","Princeton Borough","11/15/2005 0:00","Tuesday","November","12/31/1899 15:41","1","PRINCETON BORO","",0,0,1,0,0,"Injury","At Intersection","No","No","Pedalcyclist",1,"S HARRISON ST","NULL",NA,"","11091239",0.58,"Municipal","Straight and Grade","Blacktop","Wet","Daylight","Rain","None","None",NA,"At","NULL","HORNER LANE","NULL","","NULL",25,NA,40.3578,-74.64852,"No","NONE","138",450737.196712,555285.11659,NA,"DVRPC",0,"Moderate Injury",5272615
4943449,"200511092005-008143","2005-008143",2005,"MERCER","Princeton Borough","6/3/2005 0:00","Friday","June","12/31/1899 7:56","1","PRINCETON BORO","",0,0,1,0,0,"Injury","At Intersection","No","No","Pedalcyclist",1,"PROSPECT AVE","NULL",NA,"","11091240",0.5,"Municipal","Straight and Level","Blacktop","Wet","Daylight","Rain","None","None",NA,"At","NULL","PRINCETON AVENUE","NULL","","NULL",25,NA,40.35023,-74.64611,"No","NONE","138",451403.69375,552524.6225,NA,"DVRPC",0,"Moderate Injury",5125041
4943372,"2005110905-5773","May-73",2005,"MERCER","Princeton Borough","4/20/2005 0:00","Wednesday","April","12/31/1899 11:04","1","PRINCETON BORO","",0,0,1,0,0,"Injury","At Intersection","No","No","Pedalcyclist",1,"NJ 27","NULL",27,"","27",0.26,"State Highway","Straight and Level","Blacktop","Dry","Daylight","Clear","None","None",NA,"At","West","","NULL","","NULL",25,NA,40.34961,-74.65989,"No","NONE","88",447620.777811,552329.210454,NA,"DVRPC",0,"Pain",5092170
4943219,"2005110905-15168","05-15168",2005,"MERCER","Princeton Borough","10/14/2005 0:00","Friday","October","12/31/1899 5:53","1","PRINCETON BORO","",0,0,1,0,0,"Injury","Not At Intersection","No","No","Pedalcyclist",1,"NJ 27","NULL",27,"","27",0.26,"State Highway","Straight and Level","Blacktop","Wet","Dark (Street Lights On/ continuous)","Clear","None","None",40,"Foot","East","WITHERSPOON STREET","NULL","","NULL",25,NA,40.34965,-74.65977,"No","","114",447620.777811,552329.210454,NA,"DVRPC",0,"Moderate Injury",5241379
4943595,"2005111005-13363","05-13363",2005,"MERCER","Princeton Township","10/3/2005 0:00","Monday","October","12/31/1899 8:31","1","PRINCETON TWP","",0,0,1,0,0,"Injury","At Intersection","No","No","Pedalcyclist",1,"ROUTE 571","NULL",571,"","571",43.31,"County","Straight and Grade","Blacktop","Dry","Daylight","Clear","None","None",NA,"At","NULL","FACULTY ROAD","NULL","","NULL",40,NA,40.34094,-74.64962,"No","","25",450362.87,549224.41,NA,"DVRPC",0,"Pain",5227893
4943592,"2005111005-13304","05-13304",2005,"MERCER","Princeton Township","10/1/2005 0:00","Saturday","October","12/31/1899 22:27","1","PRINCETON TWP.","",0,0,1,0,0,"Injury","At Intersection","No","No","Pedalcyclist",1,"WITHERSPOON ST","NULL",NA,"","11091241",0.51,"Municipal","Straight and Grade","Blacktop","Dry","Dark (Street Lights On/ continuous)","Clear","None","None",NA,"At","NULL","LEIGH AVENUE","NULL","","NULL",25,NA,40.35669,-74.6628,"No","","181",446757.88,554882.69,NA,"DVRPC",0,"Moderate Injury",5231963
4945474,"20051111132-05058337","132-05058337",2005,"MERCER","Trenton City","5/12/2005 0:00","Thursday","May","12/31/1899 19:18","1","TRENTON","PATROL",0,0,1,0,0,"Injury","At Intersection","No","No","Pedalcyclist",1,"S CLINTON AVE","NULL",NA,"","11031969",3.41,"Municipal","Straight and Grade","Blacktop","Dry","Daylight","Clear","Grass Median","None",30,"At","North","RT 33","NULL","","NULL",25,NA,40.21694,-74.75465,"No","BICYCLE DAMAGED","***",421013.9335,504042.620451,NA,"DVRPC",0,"Moderate Injury",5099192
4947367,"2.00511113090515E+018","30905151421",2005,"MERCER","Trenton City","11/5/2005 0:00","Saturday","November","12/31/1899 17:28","1","TRENTON","PATROL",0,0,1,0,0,"Injury","At Intersection","No","No","Pedalcyclist",1,"NJ 33","NULL",33,"","33",0.48,"County","Straight and Level","Blacktop","Dry","Dusk","Clear","None","None",NA,"At","NULL","CHESTNUT AVENUE","NULL","","NULL",25,NA,40.2183,-74.74933,"No","","***",422479.047446,504521.538723,NA,"DVRPC",0,"Moderate Injury",5260907
4947373,"20051111310-05151946","310-05151946",2005,"MERCER","Trenton City","11/6/2005 0:00","Sunday","November","12/31/1899 16:08","1","TRENTON","PATROL",0,0,2,0,0,"Injury","At Intersection","No","No","Pedalcyclist",1,"MERCER COUNTY 653","NULL",653,"","11000653",0.31,"County","Straight and Level","Blacktop","Dry","Daylight","Clear","None","None",NA,"At","NULL","BELLEVUE AVENUE","NULL","","NULL",35,NA,40.22607,-74.77142,"No","NONE","109",416341.074293,507379.621439,NA,"DVRPC",0,"Moderate Injury",5260909
4946162,"20051111194-05088509","194-05088509",2005,"MERCER","Trenton City","7/13/2005 0:00","Wednesday","July","12/31/1899 14:10","1","TRENTON","PATROL",0,0,1,0,0,"Injury","At Intersection","No","No","Pedalcyclist",1,"NJ 33","NULL",33,"","33",0.18,"County","Curve and Grade","Blacktop","Dry","Daylight","Clear","None","None",NA,"At","NULL","SOUTH CLINTON AVENUE","NULL","","NULL",25,NA,40.21684,-74.75464,"No","","381",420999.23,504007.72,NA,"DVRPC",0,"Pain",5172951
4946709,"2.00511112460511E+018","24605118046",2005,"MERCER","Trenton City","9/3/2005 0:00","Saturday","September","12/31/1899 21:32","1","TRENTON","PATROL",0,0,1,0,0,"Injury","At Intersection","No","No","Pedalcyclist",1,"NJ 129","NULL",129,"","129",2.14,"State Highway","Straight and Level","Blacktop","Dry","Dark (Street Lights On/ continuous)","Clear","Barrier Median","None",NA,"At","NULL","CR 606","NULL","","NULL",50,NA,40.21425,-74.75653,"No","(1) RED MONGOL BICYCLE TIRE REAR DAMAGE.","541",420501.763748,502966.212691,NA,"DVRPC",0,"Pain",5204880
4944857,"20051111073-05032135","073-05032135",2005,"MERCER","Trenton City","3/14/2005 0:00","Monday","March","12/31/1899 17:00","","TRENTON","PATROL",0,0,1,0,0,"Injury","At Intersection","No","No","Pedalcyclist",1,"PROSPECT ST","NULL",NA,"","11111562",0.04,"Municipal","Straight and Grade","Blacktop","Dry","Daylight","Clear","None","None",5,"At","West","SPRING STREET","NULL","","NULL",25,NA,40.22649,-74.77813,"No","","***",414468.124442,507539.712219,NA,"DVRPC",0,"Moderate Injury",5053695
4945558,"2.00511111380507E+018","13805070411",2005,"MERCER","Trenton City","6/7/2005 0:00","Tuesday","June","12/31/1899 9:44","**","TRENTON","PATROL",0,0,1,0,0,"Injury","At Intersection","No","No","Pedalcyclist",1,"US 206","NULL",206,"","206",41.57,"Municipal","Straight and Level","Blacktop","Dry","Daylight","Clear","NULL","NULL",NA,"At","NULL","CASS STREET","NULL","","NULL",25,NA,40.20706,-74.75019,"No","","352",422481.566458,500311.274199,NA,"DVRPC",0,"Moderate Injury",5120882
4945505,"20051111135-05059701","135-05059701",2005,"MERCER","Trenton City","5/15/2005 0:00","Sunday","May","12/31/1899 21:52","1","TRENTON","PATROL",0,0,1,0,0,"Injury","At Intersection","No","No","Pedalcyclist",1,"MONMOUTH ST","NULL",NA,"","11111544",0.43,"Municipal","Straight and Grade","Blacktop","Dry","Dark (Street Lights On/ continuous)","Clear","None","None",NA,"At","NULL","WALNUT AVENUE","NULL","","NULL",25,NA,40.22071,-74.74896,"No","","593",422607.04,505410.28,NA,"DVRPC",0,"Pain",5099156
4947924,"20051111363-05180971","363-05180971",2005,"MERCER","Trenton City","12/29/2005 0:00","Thursday","December","12/31/1899 13:20","1","TRENTON","METRO",0,0,1,0,0,"Injury","Not At Intersection","No","No","Pedalcyclist",1,"MARKET STREET","NULL",NA,"","11111526",0.42,"Municipal","Straight and Level","Blacktop","Wet","Daylight","Rain","None","None",200,"Foot","North","RT 206","NULL","","NULL",25,NA,40.21585,-74.76169,"No","","572",419001.825591,503637.963862,NA,"DVRPC",0,"Moderate Injury",5314991
4945902,"20051111168-05075629","168-05075629",2005,"MERCER","Trenton City","6/17/2005 0:00","Friday","June","12/31/1899 14:45","1","CITY OF TRENTON","PATROL",0,0,1,0,0,"Injury","At Intersection","No","No","Pedalcyclist",1,"QUINTIN AVE","NULL",NA,"","11111539",0,"Municipal","Straight and Level","Blacktop","Dry","Daylight","Clear","None","None",5,"At","South","RT 33","NULL","","NULL",25,NA,40.22175,-74.74151,"No","","***",424678.5575,505778.019375,NA,"DVRPC",0,"Moderate Injury",5131328
4947196,"20051111297-05144651","297-05144651",2005,"MERCER","Trenton City","10/24/2005 0:00","Monday","October","12/31/1899 12:23","1","TRENTON","PATROL",0,0,1,0,0,"Injury","At Intersection","No","No","Pedalcyclist",1,"NJ 31","NULL",31,"","31",0.73,"County","Straight and Level","Blacktop","Dry","Daylight","Clear","NULL","None",NA,"At","NULL","PROSPECT STREET","NULL","","NULL",NA,NA,40.23475,-74.77132,"No","","***",416291.680498,510666.142921,NA,"DVRPC",0,"Pain",5243676
4946024,"2.00511111805082E+017","1805082672",2005,"MERCER","Trenton City","7/1/2005 0:00","Friday","July","12/31/1899 15:37","1","TRENTON","225 N. CLINTON?",0,0,2,0,0,"Injury","At Intersection","No","No","Pedalcyclist",1,"SOUTHARD ST","NULL",NA,"","11111558",0.11,"Municipal","Straight and Grade","Gravel","Other","Daylight","Clear","None","None",NA,"At","NULL","ESCHER STREET","NULL","","NULL",25,NA,40.22694,-74.75553,"No","NONE","243",420783.11,507674.89,NA,"DVRPC",0,"Moderate Injury",5146725
4946191,"20051111197-05090124","197-05090124",2005,"MERCER","Trenton City","7/16/2005 0:00","Saturday","July","12/31/1899 12:59","1","TRENTON","PATROL",0,0,1,0,0,"Injury","At Intersection","No","No","Pedalcyclist",1,"NJ 129","NULL",129,"","129",1.08,"State Highway","Straight and Level","Blacktop","Dry","Daylight","Clear","Curbed Median","None",NA,"At","NULL","CR 650","NULL","","NULL",40,NA,40.19875,-74.75295,"No","","***",421478.30628,497365.674937,NA,"DVRPC",0,"Pain",5181234
